#gene_id	path_id	pathway
hsa:10952	path:hsa04145	Phagosome
hsa:11151	path:hsa04145	Phagosome
hsa:112714	path:hsa04145	Phagosome
hsa:113457	path:hsa04145	Phagosome
hsa:127124	path:hsa04145	Phagosome
hsa:1311	path:hsa04145	Phagosome
hsa:1514	path:hsa04145	Phagosome
hsa:1520	path:hsa04145	Phagosome
hsa:1535	path:hsa04145	Phagosome
hsa:1536	path:hsa04145	Phagosome
hsa:155066	path:hsa04145	Phagosome
hsa:1778	path:hsa04145	Phagosome
hsa:1780	path:hsa04145	Phagosome
hsa:1781	path:hsa04145	Phagosome
hsa:1783	path:hsa04145	Phagosome
hsa:200576	path:hsa04145	Phagosome
hsa:203068	path:hsa04145	Phagosome
hsa:2204	path:hsa04145	Phagosome
hsa:2209	path:hsa04145	Phagosome
hsa:2212	path:hsa04145	Phagosome
hsa:2213	path:hsa04145	Phagosome
hsa:2214	path:hsa04145	Phagosome
hsa:2215	path:hsa04145	Phagosome
hsa:22925	path:hsa04145	Phagosome
hsa:23480	path:hsa04145	Phagosome
hsa:23545	path:hsa04145	Phagosome
hsa:23673	path:hsa04145	Phagosome
hsa:245972	path:hsa04145	Phagosome
hsa:245973	path:hsa04145	Phagosome
hsa:27035	path:hsa04145	Phagosome
hsa:29927	path:hsa04145	Phagosome
hsa:30835	path:hsa04145	Phagosome
hsa:3105	path:hsa04145	Phagosome
hsa:3106	path:hsa04145	Phagosome
hsa:3107	path:hsa04145	Phagosome
hsa:3108	path:hsa04145	Phagosome
hsa:3109	path:hsa04145	Phagosome
hsa:3111	path:hsa04145	Phagosome
hsa:3112	path:hsa04145	Phagosome
hsa:3113	path:hsa04145	Phagosome
hsa:3115	path:hsa04145	Phagosome
hsa:3117	path:hsa04145	Phagosome
hsa:3118	path:hsa04145	Phagosome
hsa:3119	path:hsa04145	Phagosome
hsa:3122	path:hsa04145	Phagosome
hsa:3123	path:hsa04145	Phagosome
hsa:3125	path:hsa04145	Phagosome
hsa:3126	path:hsa04145	Phagosome
hsa:3127	path:hsa04145	Phagosome
hsa:3133	path:hsa04145	Phagosome
hsa:3134	path:hsa04145	Phagosome
hsa:3135	path:hsa04145	Phagosome
hsa:338382	path:hsa04145	Phagosome
hsa:347688	path:hsa04145	Phagosome
hsa:347733	path:hsa04145	Phagosome
hsa:3673	path:hsa04145	Phagosome
hsa:3678	path:hsa04145	Phagosome
hsa:3684	path:hsa04145	Phagosome
hsa:3685	path:hsa04145	Phagosome
hsa:3688	path:hsa04145	Phagosome
hsa:3689	path:hsa04145	Phagosome
hsa:3690	path:hsa04145	Phagosome
hsa:3693	path:hsa04145	Phagosome
hsa:3916	path:hsa04145	Phagosome
hsa:3920	path:hsa04145	Phagosome
hsa:4074	path:hsa04145	Phagosome
hsa:4153	path:hsa04145	Phagosome
hsa:4353	path:hsa04145	Phagosome
hsa:4360	path:hsa04145	Phagosome
hsa:4481	path:hsa04145	Phagosome
hsa:4688	path:hsa04145	Phagosome
hsa:4689	path:hsa04145	Phagosome
hsa:4842	path:hsa04145	Phagosome
hsa:4973	path:hsa04145	Phagosome
hsa:50508	path:hsa04145	Phagosome
hsa:50617	path:hsa04145	Phagosome
hsa:51143	path:hsa04145	Phagosome
hsa:51382	path:hsa04145	Phagosome
hsa:51606	path:hsa04145	Phagosome
hsa:51807	path:hsa04145	Phagosome
hsa:523	path:hsa04145	Phagosome
hsa:525	path:hsa04145	Phagosome
hsa:526	path:hsa04145	Phagosome
hsa:527	path:hsa04145	Phagosome
hsa:528	path:hsa04145	Phagosome
hsa:5289	path:hsa04145	Phagosome
hsa:529	path:hsa04145	Phagosome
hsa:533	path:hsa04145	Phagosome
hsa:534	path:hsa04145	Phagosome
hsa:53407	path:hsa04145	Phagosome
hsa:535	path:hsa04145	Phagosome
hsa:537	path:hsa04145	Phagosome
hsa:55176	path:hsa04145	Phagosome
hsa:56604	path:hsa04145	Phagosome
hsa:5868	path:hsa04145	Phagosome
hsa:5869	path:hsa04145	Phagosome
hsa:5878	path:hsa04145	Phagosome
hsa:5879	path:hsa04145	Phagosome
hsa:60	path:hsa04145	Phagosome
hsa:6441	path:hsa04145	Phagosome
hsa:64581	path:hsa04145	Phagosome
hsa:652614	path:hsa04145	Phagosome
hsa:653361	path:hsa04145	Phagosome
hsa:653509	path:hsa04145	Phagosome
hsa:6890	path:hsa04145	Phagosome
hsa:6891	path:hsa04145	Phagosome
hsa:7037	path:hsa04145	Phagosome
hsa:7057	path:hsa04145	Phagosome
hsa:7058	path:hsa04145	Phagosome
hsa:7059	path:hsa04145	Phagosome
hsa:7060	path:hsa04145	Phagosome
hsa:7097	path:hsa04145	Phagosome
hsa:7099	path:hsa04145	Phagosome
hsa:71	path:hsa04145	Phagosome
hsa:715	path:hsa04145	Phagosome
hsa:718	path:hsa04145	Phagosome
hsa:7277	path:hsa04145	Phagosome
hsa:7278	path:hsa04145	Phagosome
hsa:7280	path:hsa04145	Phagosome
hsa:7846	path:hsa04145	Phagosome
hsa:7879	path:hsa04145	Phagosome
hsa:78989	path:hsa04145	Phagosome
hsa:79659	path:hsa04145	Phagosome
hsa:79861	path:hsa04145	Phagosome
hsa:81027	path:hsa04145	Phagosome
hsa:81035	path:hsa04145	Phagosome
hsa:811	path:hsa04145	Phagosome
hsa:821	path:hsa04145	Phagosome
hsa:83547	path:hsa04145	Phagosome
hsa:8411	path:hsa04145	Phagosome
hsa:8417	path:hsa04145	Phagosome
hsa:84617	path:hsa04145	Phagosome
hsa:84790	path:hsa04145	Phagosome
hsa:8685	path:hsa04145	Phagosome
hsa:8992	path:hsa04145	Phagosome
hsa:90423	path:hsa04145	Phagosome
hsa:9103	path:hsa04145	Phagosome
hsa:9114	path:hsa04145	Phagosome
hsa:9146	path:hsa04145	Phagosome
hsa:929	path:hsa04145	Phagosome
hsa:9296	path:hsa04145	Phagosome
hsa:9341	path:hsa04145	Phagosome
hsa:948	path:hsa04145	Phagosome
hsa:949	path:hsa04145	Phagosome
hsa:9550	path:hsa04145	Phagosome
hsa:9554	path:hsa04145	Phagosome
hsa:9902	path:hsa04145	Phagosome
hsa:10005	path:hsa04146	Peroxisome
hsa:10455	path:hsa04146	Peroxisome
hsa:10478	path:hsa04146	Peroxisome
hsa:10654	path:hsa04146	Peroxisome
hsa:10901	path:hsa04146	Peroxisome
hsa:11001	path:hsa04146	Peroxisome
hsa:11264	path:hsa04146	Peroxisome
hsa:1384	path:hsa04146	Peroxisome
hsa:1610	path:hsa04146	Peroxisome
hsa:189	path:hsa04146	Peroxisome
hsa:1891	path:hsa04146	Peroxisome
hsa:1962	path:hsa04146	Peroxisome
hsa:196743	path:hsa04146	Peroxisome
hsa:2053	path:hsa04146	Peroxisome
hsa:215	path:hsa04146	Peroxisome
hsa:2180	path:hsa04146	Peroxisome
hsa:2181	path:hsa04146	Peroxisome
hsa:2182	path:hsa04146	Peroxisome
hsa:225	path:hsa04146	Peroxisome
hsa:23305	path:hsa04146	Peroxisome
hsa:23417	path:hsa04146	Peroxisome
hsa:23600	path:hsa04146	Peroxisome
hsa:255027	path:hsa04146	Peroxisome
hsa:25824	path:hsa04146	Peroxisome
hsa:26061	path:hsa04146	Peroxisome
hsa:26063	path:hsa04146	Peroxisome
hsa:30	path:hsa04146	Peroxisome
hsa:3155	path:hsa04146	Peroxisome
hsa:3295	path:hsa04146	Peroxisome
hsa:3417	path:hsa04146	Peroxisome
hsa:3418	path:hsa04146	Peroxisome
hsa:373156	path:hsa04146	Peroxisome
hsa:390916	path:hsa04146	Peroxisome
hsa:4358	path:hsa04146	Peroxisome
hsa:4598	path:hsa04146	Peroxisome
hsa:4843	path:hsa04146	Peroxisome
hsa:5052	path:hsa04146	Peroxisome
hsa:51	path:hsa04146	Peroxisome
hsa:51179	path:hsa04146	Peroxisome
hsa:51268	path:hsa04146	Peroxisome
hsa:51703	path:hsa04146	Peroxisome
hsa:5189	path:hsa04146	Peroxisome
hsa:5190	path:hsa04146	Peroxisome
hsa:5191	path:hsa04146	Peroxisome
hsa:5192	path:hsa04146	Peroxisome
hsa:5193	path:hsa04146	Peroxisome
hsa:5194	path:hsa04146	Peroxisome
hsa:5195	path:hsa04146	Peroxisome
hsa:5264	path:hsa04146	Peroxisome
hsa:54363	path:hsa04146	Peroxisome
hsa:54677	path:hsa04146	Peroxisome
hsa:55670	path:hsa04146	Peroxisome
hsa:55711	path:hsa04146	Peroxisome
hsa:55825	path:hsa04146	Peroxisome
hsa:570	path:hsa04146	Peroxisome
hsa:5824	path:hsa04146	Peroxisome
hsa:5825	path:hsa04146	Peroxisome
hsa:5826	path:hsa04146	Peroxisome
hsa:5827	path:hsa04146	Peroxisome
hsa:5828	path:hsa04146	Peroxisome
hsa:5830	path:hsa04146	Peroxisome
hsa:6342	path:hsa04146	Peroxisome
hsa:6647	path:hsa04146	Peroxisome
hsa:6648	path:hsa04146	Peroxisome
hsa:7498	path:hsa04146	Peroxisome
hsa:8309	path:hsa04146	Peroxisome
hsa:8310	path:hsa04146	Peroxisome
hsa:83594	path:hsa04146	Peroxisome
hsa:84188	path:hsa04146	Peroxisome
hsa:8443	path:hsa04146	Peroxisome
hsa:847	path:hsa04146	Peroxisome
hsa:8504	path:hsa04146	Peroxisome
hsa:8528	path:hsa04146	Peroxisome
hsa:8540	path:hsa04146	Peroxisome
hsa:8799	path:hsa04146	Peroxisome
hsa:8800	path:hsa04146	Peroxisome
hsa:92960	path:hsa04146	Peroxisome
hsa:9409	path:hsa04146	Peroxisome
hsa:10000	path:hsa04150	mTOR signaling pathway
hsa:1975	path:hsa04150	mTOR signaling pathway
hsa:1977	path:hsa04150	mTOR signaling pathway
hsa:1978	path:hsa04150	mTOR signaling pathway
hsa:207	path:hsa04150	mTOR signaling pathway
hsa:208	path:hsa04150	mTOR signaling pathway
hsa:2277	path:hsa04150	mTOR signaling pathway
hsa:23533	path:hsa04150	mTOR signaling pathway
hsa:2475	path:hsa04150	mTOR signaling pathway
hsa:253260	path:hsa04150	mTOR signaling pathway
hsa:253314	path:hsa04150	mTOR signaling pathway
hsa:25989	path:hsa04150	mTOR signaling pathway
hsa:27330	path:hsa04150	mTOR signaling pathway
hsa:3091	path:hsa04150	mTOR signaling pathway
hsa:3479	path:hsa04150	mTOR signaling pathway
hsa:3630	path:hsa04150	mTOR signaling pathway
hsa:5170	path:hsa04150	mTOR signaling pathway
hsa:51719	path:hsa04150	mTOR signaling pathway
hsa:5228	path:hsa04150	mTOR signaling pathway
hsa:5290	path:hsa04150	mTOR signaling pathway
hsa:5291	path:hsa04150	mTOR signaling pathway
hsa:5293	path:hsa04150	mTOR signaling pathway
hsa:5294	path:hsa04150	mTOR signaling pathway
hsa:5295	path:hsa04150	mTOR signaling pathway
hsa:5296	path:hsa04150	mTOR signaling pathway
hsa:54541	path:hsa04150	mTOR signaling pathway
hsa:5562	path:hsa04150	mTOR signaling pathway
hsa:5563	path:hsa04150	mTOR signaling pathway
hsa:5594	path:hsa04150	mTOR signaling pathway
hsa:5595	path:hsa04150	mTOR signaling pathway
hsa:57521	path:hsa04150	mTOR signaling pathway
hsa:6009	path:hsa04150	mTOR signaling pathway
hsa:6194	path:hsa04150	mTOR signaling pathway
hsa:6195	path:hsa04150	mTOR signaling pathway
hsa:6196	path:hsa04150	mTOR signaling pathway
hsa:6197	path:hsa04150	mTOR signaling pathway
hsa:6198	path:hsa04150	mTOR signaling pathway
hsa:6199	path:hsa04150	mTOR signaling pathway
hsa:64223	path:hsa04150	mTOR signaling pathway
hsa:673	path:hsa04150	mTOR signaling pathway
hsa:6794	path:hsa04150	mTOR signaling pathway
hsa:7248	path:hsa04150	mTOR signaling pathway
hsa:7249	path:hsa04150	mTOR signaling pathway
hsa:7422	path:hsa04150	mTOR signaling pathway
hsa:7423	path:hsa04150	mTOR signaling pathway
hsa:7424	path:hsa04150	mTOR signaling pathway
hsa:81617	path:hsa04150	mTOR signaling pathway
hsa:8408	path:hsa04150	mTOR signaling pathway
hsa:8503	path:hsa04150	mTOR signaling pathway
hsa:92335	path:hsa04150	mTOR signaling pathway
hsa:9470	path:hsa04150	mTOR signaling pathway
hsa:9706	path:hsa04150	mTOR signaling pathway
hsa:10000	path:hsa04210	Apoptosis
hsa:11213	path:hsa04210	Apoptosis
hsa:11261	path:hsa04210	Apoptosis
hsa:1147	path:hsa04210	Apoptosis
hsa:1439	path:hsa04210	Apoptosis
hsa:1676	path:hsa04210	Apoptosis
hsa:1677	path:hsa04210	Apoptosis
hsa:2021	path:hsa04210	Apoptosis
hsa:207	path:hsa04210	Apoptosis
hsa:208	path:hsa04210	Apoptosis
hsa:23533	path:hsa04210	Apoptosis
hsa:317	path:hsa04210	Apoptosis
hsa:329	path:hsa04210	Apoptosis
hsa:330	path:hsa04210	Apoptosis
hsa:331	path:hsa04210	Apoptosis
hsa:355	path:hsa04210	Apoptosis
hsa:3551	path:hsa04210	Apoptosis
hsa:3552	path:hsa04210	Apoptosis
hsa:3553	path:hsa04210	Apoptosis
hsa:3554	path:hsa04210	Apoptosis
hsa:3556	path:hsa04210	Apoptosis
hsa:356	path:hsa04210	Apoptosis
hsa:3562	path:hsa04210	Apoptosis
hsa:3563	path:hsa04210	Apoptosis
hsa:3654	path:hsa04210	Apoptosis
hsa:3656	path:hsa04210	Apoptosis
hsa:4615	path:hsa04210	Apoptosis
hsa:472	path:hsa04210	Apoptosis
hsa:4790	path:hsa04210	Apoptosis
hsa:4792	path:hsa04210	Apoptosis
hsa:4803	path:hsa04210	Apoptosis
hsa:4914	path:hsa04210	Apoptosis
hsa:51135	path:hsa04210	Apoptosis
hsa:5290	path:hsa04210	Apoptosis
hsa:5291	path:hsa04210	Apoptosis
hsa:5293	path:hsa04210	Apoptosis
hsa:5294	path:hsa04210	Apoptosis
hsa:5295	path:hsa04210	Apoptosis
hsa:5296	path:hsa04210	Apoptosis
hsa:54205	path:hsa04210	Apoptosis
hsa:5530	path:hsa04210	Apoptosis
hsa:5532	path:hsa04210	Apoptosis
hsa:5533	path:hsa04210	Apoptosis
hsa:5534	path:hsa04210	Apoptosis
hsa:5535	path:hsa04210	Apoptosis
hsa:5566	path:hsa04210	Apoptosis
hsa:5567	path:hsa04210	Apoptosis
hsa:5568	path:hsa04210	Apoptosis
hsa:5573	path:hsa04210	Apoptosis
hsa:5575	path:hsa04210	Apoptosis
hsa:5576	path:hsa04210	Apoptosis
hsa:5577	path:hsa04210	Apoptosis
hsa:5613	path:hsa04210	Apoptosis
hsa:572	path:hsa04210	Apoptosis
hsa:581	path:hsa04210	Apoptosis
hsa:596	path:hsa04210	Apoptosis
hsa:5970	path:hsa04210	Apoptosis
hsa:598	path:hsa04210	Apoptosis
hsa:637	path:hsa04210	Apoptosis
hsa:63928	path:hsa04210	Apoptosis
hsa:651610	path:hsa04210	Apoptosis
hsa:7124	path:hsa04210	Apoptosis
hsa:7132	path:hsa04210	Apoptosis
hsa:7157	path:hsa04210	Apoptosis
hsa:7186	path:hsa04210	Apoptosis
hsa:823	path:hsa04210	Apoptosis
hsa:824	path:hsa04210	Apoptosis
hsa:836	path:hsa04210	Apoptosis
hsa:839	path:hsa04210	Apoptosis
hsa:840	path:hsa04210	Apoptosis
hsa:841	path:hsa04210	Apoptosis
hsa:842	path:hsa04210	Apoptosis
hsa:843	path:hsa04210	Apoptosis
hsa:8503	path:hsa04210	Apoptosis
hsa:8517	path:hsa04210	Apoptosis
hsa:8717	path:hsa04210	Apoptosis
hsa:8737	path:hsa04210	Apoptosis
hsa:8743	path:hsa04210	Apoptosis
hsa:8772	path:hsa04210	Apoptosis
hsa:8793	path:hsa04210	Apoptosis
hsa:8794	path:hsa04210	Apoptosis
hsa:8795	path:hsa04210	Apoptosis
hsa:8797	path:hsa04210	Apoptosis
hsa:8837	path:hsa04210	Apoptosis
hsa:9020	path:hsa04210	Apoptosis
hsa:9131	path:hsa04210	Apoptosis
hsa:10368	path:hsa04260	Cardiac muscle contraction
hsa:10369	path:hsa04260	Cardiac muscle contraction
hsa:10479	path:hsa04260	Cardiac muscle contraction
hsa:10975	path:hsa04260	Cardiac muscle contraction
hsa:125965	path:hsa04260	Cardiac muscle contraction
hsa:1327	path:hsa04260	Cardiac muscle contraction
hsa:1329	path:hsa04260	Cardiac muscle contraction
hsa:1337	path:hsa04260	Cardiac muscle contraction
hsa:1339	path:hsa04260	Cardiac muscle contraction
hsa:1340	path:hsa04260	Cardiac muscle contraction
hsa:1345	path:hsa04260	Cardiac muscle contraction
hsa:1346	path:hsa04260	Cardiac muscle contraction
hsa:1347	path:hsa04260	Cardiac muscle contraction
hsa:1349	path:hsa04260	Cardiac muscle contraction
hsa:1350	path:hsa04260	Cardiac muscle contraction
hsa:1351	path:hsa04260	Cardiac muscle contraction
hsa:1537	path:hsa04260	Cardiac muscle contraction
hsa:170712	path:hsa04260	Cardiac muscle contraction
hsa:23439	path:hsa04260	Cardiac muscle contraction
hsa:27089	path:hsa04260	Cardiac muscle contraction
hsa:27091	path:hsa04260	Cardiac muscle contraction
hsa:27092	path:hsa04260	Cardiac muscle contraction
hsa:29796	path:hsa04260	Cardiac muscle contraction
hsa:341947	path:hsa04260	Cardiac muscle contraction
hsa:440567	path:hsa04260	Cardiac muscle contraction
hsa:4512	path:hsa04260	Cardiac muscle contraction
hsa:4513	path:hsa04260	Cardiac muscle contraction
hsa:4514	path:hsa04260	Cardiac muscle contraction
hsa:4519	path:hsa04260	Cardiac muscle contraction
hsa:4624	path:hsa04260	Cardiac muscle contraction
hsa:4625	path:hsa04260	Cardiac muscle contraction
hsa:4633	path:hsa04260	Cardiac muscle contraction
hsa:4634	path:hsa04260	Cardiac muscle contraction
hsa:476	path:hsa04260	Cardiac muscle contraction
hsa:477	path:hsa04260	Cardiac muscle contraction
hsa:478	path:hsa04260	Cardiac muscle contraction
hsa:480	path:hsa04260	Cardiac muscle contraction
hsa:481	path:hsa04260	Cardiac muscle contraction
hsa:482	path:hsa04260	Cardiac muscle contraction
hsa:483	path:hsa04260	Cardiac muscle contraction
hsa:486	path:hsa04260	Cardiac muscle contraction
hsa:488	path:hsa04260	Cardiac muscle contraction
hsa:55799	path:hsa04260	Cardiac muscle contraction
hsa:59283	path:hsa04260	Cardiac muscle contraction
hsa:59284	path:hsa04260	Cardiac muscle contraction
hsa:59285	path:hsa04260	Cardiac muscle contraction
hsa:6262	path:hsa04260	Cardiac muscle contraction
hsa:6546	path:hsa04260	Cardiac muscle contraction
hsa:6548	path:hsa04260	Cardiac muscle contraction
hsa:70	path:hsa04260	Cardiac muscle contraction
hsa:7134	path:hsa04260	Cardiac muscle contraction
hsa:7137	path:hsa04260	Cardiac muscle contraction
hsa:7139	path:hsa04260	Cardiac muscle contraction
hsa:7168	path:hsa04260	Cardiac muscle contraction
hsa:7169	path:hsa04260	Cardiac muscle contraction
hsa:7170	path:hsa04260	Cardiac muscle contraction
hsa:7171	path:hsa04260	Cardiac muscle contraction
hsa:7381	path:hsa04260	Cardiac muscle contraction
hsa:7384	path:hsa04260	Cardiac muscle contraction
hsa:7385	path:hsa04260	Cardiac muscle contraction
hsa:7386	path:hsa04260	Cardiac muscle contraction
hsa:7388	path:hsa04260	Cardiac muscle contraction
hsa:775	path:hsa04260	Cardiac muscle contraction
hsa:776	path:hsa04260	Cardiac muscle contraction
hsa:778	path:hsa04260	Cardiac muscle contraction
hsa:779	path:hsa04260	Cardiac muscle contraction
hsa:781	path:hsa04260	Cardiac muscle contraction
hsa:782	path:hsa04260	Cardiac muscle contraction
hsa:783	path:hsa04260	Cardiac muscle contraction
hsa:784	path:hsa04260	Cardiac muscle contraction
hsa:785	path:hsa04260	Cardiac muscle contraction
hsa:786	path:hsa04260	Cardiac muscle contraction
hsa:84701	path:hsa04260	Cardiac muscle contraction
hsa:9167	path:hsa04260	Cardiac muscle contraction
hsa:9254	path:hsa04260	Cardiac muscle contraction
hsa:93589	path:hsa04260	Cardiac muscle contraction
hsa:9377	path:hsa04260	Cardiac muscle contraction
hsa:100137049	path:hsa04270	Vascular smooth muscle contraction
hsa:10203	path:hsa04270	Vascular smooth muscle contraction
hsa:10242	path:hsa04270	Vascular smooth muscle contraction
hsa:10266	path:hsa04270	Vascular smooth muscle contraction
hsa:10267	path:hsa04270	Vascular smooth muscle contraction
hsa:10268	path:hsa04270	Vascular smooth muscle contraction
hsa:10335	path:hsa04270	Vascular smooth muscle contraction
hsa:10398	path:hsa04270	Vascular smooth muscle contraction
hsa:10672	path:hsa04270	Vascular smooth muscle contraction
hsa:107	path:hsa04270	Vascular smooth muscle contraction
hsa:108	path:hsa04270	Vascular smooth muscle contraction
hsa:109	path:hsa04270	Vascular smooth muscle contraction
hsa:111	path:hsa04270	Vascular smooth muscle contraction
hsa:112	path:hsa04270	Vascular smooth muscle contraction
hsa:113	path:hsa04270	Vascular smooth muscle contraction
hsa:114	path:hsa04270	Vascular smooth muscle contraction
hsa:115	path:hsa04270	Vascular smooth muscle contraction
hsa:123745	path:hsa04270	Vascular smooth muscle contraction
hsa:135	path:hsa04270	Vascular smooth muscle contraction
hsa:136	path:hsa04270	Vascular smooth muscle contraction
hsa:140465	path:hsa04270	Vascular smooth muscle contraction
hsa:146	path:hsa04270	Vascular smooth muscle contraction
hsa:147	path:hsa04270	Vascular smooth muscle contraction
hsa:148	path:hsa04270	Vascular smooth muscle contraction
hsa:157855	path:hsa04270	Vascular smooth muscle contraction
hsa:1579	path:hsa04270	Vascular smooth muscle contraction
hsa:163688	path:hsa04270	Vascular smooth muscle contraction
hsa:185	path:hsa04270	Vascular smooth muscle contraction
hsa:1909	path:hsa04270	Vascular smooth muscle contraction
hsa:196883	path:hsa04270	Vascular smooth muscle contraction
hsa:23236	path:hsa04270	Vascular smooth muscle contraction
hsa:23365	path:hsa04270	Vascular smooth muscle contraction
hsa:26279	path:hsa04270	Vascular smooth muscle contraction
hsa:27094	path:hsa04270	Vascular smooth muscle contraction
hsa:27345	path:hsa04270	Vascular smooth muscle contraction
hsa:2767	path:hsa04270	Vascular smooth muscle contraction
hsa:2768	path:hsa04270	Vascular smooth muscle contraction
hsa:2776	path:hsa04270	Vascular smooth muscle contraction
hsa:2778	path:hsa04270	Vascular smooth muscle contraction
hsa:284541	path:hsa04270	Vascular smooth muscle contraction
hsa:2977	path:hsa04270	Vascular smooth muscle contraction
hsa:2982	path:hsa04270	Vascular smooth muscle contraction
hsa:2983	path:hsa04270	Vascular smooth muscle contraction
hsa:30814	path:hsa04270	Vascular smooth muscle contraction
hsa:369	path:hsa04270	Vascular smooth muscle contraction
hsa:3708	path:hsa04270	Vascular smooth muscle contraction
hsa:3709	path:hsa04270	Vascular smooth muscle contraction
hsa:3710	path:hsa04270	Vascular smooth muscle contraction
hsa:3778	path:hsa04270	Vascular smooth muscle contraction
hsa:3779	path:hsa04270	Vascular smooth muscle contraction
hsa:387	path:hsa04270	Vascular smooth muscle contraction
hsa:391013	path:hsa04270	Vascular smooth muscle contraction
hsa:4629	path:hsa04270	Vascular smooth muscle contraction
hsa:4637	path:hsa04270	Vascular smooth muscle contraction
hsa:4638	path:hsa04270	Vascular smooth muscle contraction
hsa:4659	path:hsa04270	Vascular smooth muscle contraction
hsa:4660	path:hsa04270	Vascular smooth muscle contraction
hsa:4881	path:hsa04270	Vascular smooth muscle contraction
hsa:4882	path:hsa04270	Vascular smooth muscle contraction
hsa:50487	path:hsa04270	Vascular smooth muscle contraction
hsa:51806	path:hsa04270	Vascular smooth muscle contraction
hsa:5319	path:hsa04270	Vascular smooth muscle contraction
hsa:5320	path:hsa04270	Vascular smooth muscle contraction
hsa:5321	path:hsa04270	Vascular smooth muscle contraction
hsa:5322	path:hsa04270	Vascular smooth muscle contraction
hsa:5330	path:hsa04270	Vascular smooth muscle contraction
hsa:5331	path:hsa04270	Vascular smooth muscle contraction
hsa:5332	path:hsa04270	Vascular smooth muscle contraction
hsa:5499	path:hsa04270	Vascular smooth muscle contraction
hsa:5500	path:hsa04270	Vascular smooth muscle contraction
hsa:5501	path:hsa04270	Vascular smooth muscle contraction
hsa:552	path:hsa04270	Vascular smooth muscle contraction
hsa:553	path:hsa04270	Vascular smooth muscle contraction
hsa:5566	path:hsa04270	Vascular smooth muscle contraction
hsa:5567	path:hsa04270	Vascular smooth muscle contraction
hsa:5568	path:hsa04270	Vascular smooth muscle contraction
hsa:5578	path:hsa04270	Vascular smooth muscle contraction
hsa:5579	path:hsa04270	Vascular smooth muscle contraction
hsa:5580	path:hsa04270	Vascular smooth muscle contraction
hsa:5581	path:hsa04270	Vascular smooth muscle contraction
hsa:5582	path:hsa04270	Vascular smooth muscle contraction
hsa:5583	path:hsa04270	Vascular smooth muscle contraction
hsa:5588	path:hsa04270	Vascular smooth muscle contraction
hsa:5592	path:hsa04270	Vascular smooth muscle contraction
hsa:5594	path:hsa04270	Vascular smooth muscle contraction
hsa:5595	path:hsa04270	Vascular smooth muscle contraction
hsa:5604	path:hsa04270	Vascular smooth muscle contraction
hsa:5605	path:hsa04270	Vascular smooth muscle contraction
hsa:5613	path:hsa04270	Vascular smooth muscle contraction
hsa:5739	path:hsa04270	Vascular smooth muscle contraction
hsa:5894	path:hsa04270	Vascular smooth muscle contraction
hsa:59	path:hsa04270	Vascular smooth muscle contraction
hsa:6093	path:hsa04270	Vascular smooth muscle contraction
hsa:64600	path:hsa04270	Vascular smooth muscle contraction
hsa:673	path:hsa04270	Vascular smooth muscle contraction
hsa:72	path:hsa04270	Vascular smooth muscle contraction
hsa:775	path:hsa04270	Vascular smooth muscle contraction
hsa:776	path:hsa04270	Vascular smooth muscle contraction
hsa:778	path:hsa04270	Vascular smooth muscle contraction
hsa:779	path:hsa04270	Vascular smooth muscle contraction
hsa:800	path:hsa04270	Vascular smooth muscle contraction
hsa:801	path:hsa04270	Vascular smooth muscle contraction
hsa:805	path:hsa04270	Vascular smooth muscle contraction
hsa:808	path:hsa04270	Vascular smooth muscle contraction
hsa:810	path:hsa04270	Vascular smooth muscle contraction
hsa:81579	path:hsa04270	Vascular smooth muscle contraction
hsa:8398	path:hsa04270	Vascular smooth muscle contraction
hsa:8399	path:hsa04270	Vascular smooth muscle contraction
hsa:84647	path:hsa04270	Vascular smooth muscle contraction
hsa:85366	path:hsa04270	Vascular smooth muscle contraction
hsa:8681	path:hsa04270	Vascular smooth muscle contraction
hsa:9138	path:hsa04270	Vascular smooth muscle contraction
hsa:91807	path:hsa04270	Vascular smooth muscle contraction
hsa:94274	path:hsa04270	Vascular smooth muscle contraction
hsa:9475	path:hsa04270	Vascular smooth muscle contraction
hsa:9826	path:hsa04270	Vascular smooth muscle contraction
hsa:10023	path:hsa04310	Wnt signaling pathway
hsa:100506332	path:hsa04310	Wnt signaling pathway
hsa:10297	path:hsa04310	Wnt signaling pathway
hsa:10725	path:hsa04310	Wnt signaling pathway
hsa:11197	path:hsa04310	Wnt signaling pathway
hsa:11211	path:hsa04310	Wnt signaling pathway
hsa:11261	path:hsa04310	Wnt signaling pathway
hsa:122011	path:hsa04310	Wnt signaling pathway
hsa:1387	path:hsa04310	Wnt signaling pathway
hsa:144165	path:hsa04310	Wnt signaling pathway
hsa:1452	path:hsa04310	Wnt signaling pathway
hsa:1454	path:hsa04310	Wnt signaling pathway
hsa:1457	path:hsa04310	Wnt signaling pathway
hsa:1459	path:hsa04310	Wnt signaling pathway
hsa:1460	path:hsa04310	Wnt signaling pathway
hsa:1487	path:hsa04310	Wnt signaling pathway
hsa:1488	path:hsa04310	Wnt signaling pathway
hsa:1499	path:hsa04310	Wnt signaling pathway
hsa:166336	path:hsa04310	Wnt signaling pathway
hsa:1855	path:hsa04310	Wnt signaling pathway
hsa:1856	path:hsa04310	Wnt signaling pathway
hsa:1857	path:hsa04310	Wnt signaling pathway
