#gene_id	path_id	pathway
hsa:56983	path:hsa00514	Other types of O-glycan biosynthesis
hsa:574537	path:hsa00514	Other types of O-glycan biosynthesis
hsa:5986	path:hsa00514	Other types of O-glycan biosynthesis
hsa:6480	path:hsa00514	Other types of O-glycan biosynthesis
hsa:6487	path:hsa00514	Other types of O-glycan biosynthesis
hsa:727936	path:hsa00514	Other types of O-glycan biosynthesis
hsa:7363	path:hsa00514	Other types of O-glycan biosynthesis
hsa:7364	path:hsa00514	Other types of O-glycan biosynthesis
hsa:7365	path:hsa00514	Other types of O-glycan biosynthesis
hsa:7366	path:hsa00514	Other types of O-glycan biosynthesis
hsa:7367	path:hsa00514	Other types of O-glycan biosynthesis
hsa:79709	path:hsa00514	Other types of O-glycan biosynthesis
hsa:79799	path:hsa00514	Other types of O-glycan biosynthesis
hsa:84620	path:hsa00514	Other types of O-glycan biosynthesis
hsa:8473	path:hsa00514	Other types of O-glycan biosynthesis
hsa:8703	path:hsa00514	Other types of O-glycan biosynthesis
hsa:8704	path:hsa00514	Other types of O-glycan biosynthesis
hsa:8985	path:hsa00514	Other types of O-glycan biosynthesis
hsa:9486	path:hsa00514	Other types of O-glycan biosynthesis
hsa:10007	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:10020	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:1116	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:1118	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:132789	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:140838	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:1727	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:197258	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:2582	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:2584	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:2585	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:2592	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:2645	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:2673	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:27159	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:2762	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:2821	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:29925	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:29926	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:3073	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:3074	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:3098	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:3099	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:3101	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:4351	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:51005	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:51700	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:51706	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:5236	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:5238	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:5372	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:5373	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:54187	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:55276	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:55577	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:55907	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:5973	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:64841	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:6675	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:7264	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:7358	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:7360	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:80146	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:80201	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:80896	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:8790	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:91373	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:9945	path:hsa00520	Amino sugar and nucleotide sugar metabolism
hsa:2645	path:hsa00524	Butirosin and neomycin biosynthesis
hsa:3098	path:hsa00524	Butirosin and neomycin biosynthesis
hsa:3099	path:hsa00524	Butirosin and neomycin biosynthesis
hsa:3101	path:hsa00524	Butirosin and neomycin biosynthesis
hsa:80201	path:hsa00524	Butirosin and neomycin biosynthesis
hsa:10855	path:hsa00531	Glycosaminoglycan degradation
hsa:138050	path:hsa00531	Glycosaminoglycan degradation
hsa:23553	path:hsa00531	Glycosaminoglycan degradation
hsa:2588	path:hsa00531	Glycosaminoglycan degradation
hsa:2720	path:hsa00531	Glycosaminoglycan degradation
hsa:2799	path:hsa00531	Glycosaminoglycan degradation
hsa:2990	path:hsa00531	Glycosaminoglycan degradation
hsa:3073	path:hsa00531	Glycosaminoglycan degradation
hsa:3074	path:hsa00531	Glycosaminoglycan degradation
hsa:3373	path:hsa00531	Glycosaminoglycan degradation
hsa:3423	path:hsa00531	Glycosaminoglycan degradation
hsa:3425	path:hsa00531	Glycosaminoglycan degradation
hsa:411	path:hsa00531	Glycosaminoglycan degradation
hsa:4669	path:hsa00531	Glycosaminoglycan degradation
hsa:60495	path:hsa00531	Glycosaminoglycan degradation
hsa:6448	path:hsa00531	Glycosaminoglycan degradation
hsa:6677	path:hsa00531	Glycosaminoglycan degradation
hsa:8372	path:hsa00531	Glycosaminoglycan degradation
hsa:8692	path:hsa00531	Glycosaminoglycan degradation
hsa:10090	path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate
hsa:11285	path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate
hsa:113189	path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate
hsa:126792	path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate
hsa:135152	path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate
hsa:166012	path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate
hsa:22856	path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate
hsa:26229	path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate
hsa:27087	path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate
hsa:29940	path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate
hsa:337876	path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate
hsa:50515	path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate
hsa:51363	path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate
hsa:54480	path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate
hsa:55454	path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate
hsa:55501	path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate
hsa:55790	path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate
hsa:56548	path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate
hsa:64131	path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate
hsa:64132	path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate
hsa:79586	path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate
hsa:9469	path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate
hsa:10164	path:hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate
hsa:10678	path:hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate
hsa:11041	path:hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate
hsa:2530	path:hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate
hsa:2683	path:hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate
hsa:4166	path:hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate
hsa:6482	path:hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate
hsa:6483	path:hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate
hsa:6487	path:hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate
hsa:8534	path:hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate
hsa:8702	path:hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate
hsa:8703	path:hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate
hsa:8704	path:hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate
hsa:93010	path:hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate
hsa:9435	path:hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate
hsa:11285	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:126792	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:135152	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:2131	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:2132	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:2134	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:2135	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:2137	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:222537	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:26035	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:26229	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:266722	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:27087	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:3340	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:64131	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:64132	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:64579	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:8509	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:90161	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:9348	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:9394	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:9653	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:9953	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:9955	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:9956	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:9957	path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate
hsa:10327	path:hsa00561	Glycerolipid metabolism
hsa:10554	path:hsa00561	Glycerolipid metabolism
hsa:10555	path:hsa00561	Glycerolipid metabolism
hsa:1056	path:hsa00561	Glycerolipid metabolism
hsa:11343	path:hsa00561	Glycerolipid metabolism
hsa:119548	path:hsa00561	Glycerolipid metabolism
hsa:129642	path:hsa00561	Glycerolipid metabolism
hsa:132158	path:hsa00561	Glycerolipid metabolism
hsa:137964	path:hsa00561	Glycerolipid metabolism
hsa:150763	path:hsa00561	Glycerolipid metabolism
hsa:154141	path:hsa00561	Glycerolipid metabolism
hsa:1606	path:hsa00561	Glycerolipid metabolism
hsa:1607	path:hsa00561	Glycerolipid metabolism
hsa:1608	path:hsa00561	Glycerolipid metabolism
hsa:160851	path:hsa00561	Glycerolipid metabolism
hsa:1609	path:hsa00561	Glycerolipid metabolism
hsa:217	path:hsa00561	Glycerolipid metabolism
hsa:219	path:hsa00561	Glycerolipid metabolism
hsa:223	path:hsa00561	Glycerolipid metabolism
hsa:224	path:hsa00561	Glycerolipid metabolism
hsa:231	path:hsa00561	Glycerolipid metabolism
hsa:253558	path:hsa00561	Glycerolipid metabolism
hsa:26007	path:hsa00561	Glycerolipid metabolism
hsa:2710	path:hsa00561	Glycerolipid metabolism
hsa:2712	path:hsa00561	Glycerolipid metabolism
hsa:2717	path:hsa00561	Glycerolipid metabolism
hsa:346606	path:hsa00561	Glycerolipid metabolism
hsa:3990	path:hsa00561	Glycerolipid metabolism
hsa:4023	path:hsa00561	Glycerolipid metabolism
hsa:501	path:hsa00561	Glycerolipid metabolism
hsa:5406	path:hsa00561	Glycerolipid metabolism
hsa:5407	path:hsa00561	Glycerolipid metabolism
hsa:5408	path:hsa00561	Glycerolipid metabolism
hsa:55750	path:hsa00561	Glycerolipid metabolism
hsa:56894	path:hsa00561	Glycerolipid metabolism
hsa:56895	path:hsa00561	Glycerolipid metabolism
hsa:57678	path:hsa00561	Glycerolipid metabolism
hsa:80339	path:hsa00561	Glycerolipid metabolism
hsa:84649	path:hsa00561	Glycerolipid metabolism
hsa:84803	path:hsa00561	Glycerolipid metabolism
hsa:8513	path:hsa00561	Glycerolipid metabolism
hsa:8525	path:hsa00561	Glycerolipid metabolism
hsa:8526	path:hsa00561	Glycerolipid metabolism
hsa:8527	path:hsa00561	Glycerolipid metabolism
hsa:8611	path:hsa00561	Glycerolipid metabolism
hsa:8612	path:hsa00561	Glycerolipid metabolism
hsa:8613	path:hsa00561	Glycerolipid metabolism
hsa:8694	path:hsa00561	Glycerolipid metabolism
hsa:9162	path:hsa00561	Glycerolipid metabolism
hsa:9388	path:hsa00561	Glycerolipid metabolism
hsa:10423	path:hsa00562	Inositol phosphate metabolism
hsa:113026	path:hsa00562	Inositol phosphate metabolism
hsa:138429	path:hsa00562	Inositol phosphate metabolism
hsa:200576	path:hsa00562	Inositol phosphate metabolism
hsa:23236	path:hsa00562	Inositol phosphate metabolism
hsa:23396	path:hsa00562	Inositol phosphate metabolism
hsa:253430	path:hsa00562	Inositol phosphate metabolism
hsa:27124	path:hsa00562	Inositol phosphate metabolism
hsa:3612	path:hsa00562	Inositol phosphate metabolism
hsa:3613	path:hsa00562	Inositol phosphate metabolism
hsa:3628	path:hsa00562	Inositol phosphate metabolism
hsa:3631	path:hsa00562	Inositol phosphate metabolism
hsa:3632	path:hsa00562	Inositol phosphate metabolism
hsa:3633	path:hsa00562	Inositol phosphate metabolism
hsa:3636	path:hsa00562	Inositol phosphate metabolism
hsa:3705	path:hsa00562	Inositol phosphate metabolism
hsa:3706	path:hsa00562	Inositol phosphate metabolism
hsa:3707	path:hsa00562	Inositol phosphate metabolism
hsa:4329	path:hsa00562	Inositol phosphate metabolism
hsa:4952	path:hsa00562	Inositol phosphate metabolism
hsa:51196	path:hsa00562	Inositol phosphate metabolism
hsa:51477	path:hsa00562	Inositol phosphate metabolism
hsa:51763	path:hsa00562	Inositol phosphate metabolism
hsa:5286	path:hsa00562	Inositol phosphate metabolism
hsa:5287	path:hsa00562	Inositol phosphate metabolism
hsa:5288	path:hsa00562	Inositol phosphate metabolism
hsa:5289	path:hsa00562	Inositol phosphate metabolism
hsa:5290	path:hsa00562	Inositol phosphate metabolism
hsa:5291	path:hsa00562	Inositol phosphate metabolism
hsa:5293	path:hsa00562	Inositol phosphate metabolism
hsa:5294	path:hsa00562	Inositol phosphate metabolism
hsa:5297	path:hsa00562	Inositol phosphate metabolism
hsa:5298	path:hsa00562	Inositol phosphate metabolism
hsa:5305	path:hsa00562	Inositol phosphate metabolism
hsa:5330	path:hsa00562	Inositol phosphate metabolism
hsa:5331	path:hsa00562	Inositol phosphate metabolism
hsa:5332	path:hsa00562	Inositol phosphate metabolism
hsa:5333	path:hsa00562	Inositol phosphate metabolism
hsa:5335	path:hsa00562	Inositol phosphate metabolism
hsa:5336	path:hsa00562	Inositol phosphate metabolism
hsa:55300	path:hsa00562	Inositol phosphate metabolism
hsa:55361	path:hsa00562	Inositol phosphate metabolism
hsa:55586	path:hsa00562	Inositol phosphate metabolism
hsa:56623	path:hsa00562	Inositol phosphate metabolism
hsa:5728	path:hsa00562	Inositol phosphate metabolism
hsa:64768	path:hsa00562	Inositol phosphate metabolism
hsa:7167	path:hsa00562	Inositol phosphate metabolism
hsa:79837	path:hsa00562	Inositol phosphate metabolism
hsa:8394	path:hsa00562	Inositol phosphate metabolism
hsa:8395	path:hsa00562	Inositol phosphate metabolism
hsa:8396	path:hsa00562	Inositol phosphate metabolism
hsa:84812	path:hsa00562	Inositol phosphate metabolism
hsa:8821	path:hsa00562	Inositol phosphate metabolism
hsa:8867	path:hsa00562	Inositol phosphate metabolism
hsa:8871	path:hsa00562	Inositol phosphate metabolism
hsa:89869	path:hsa00562	Inositol phosphate metabolism
hsa:9562	path:hsa00562	Inositol phosphate metabolism
hsa:10026	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:128869	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:23556	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:2822	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:284098	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:51227	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:51604	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:5277	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:5279	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:5281	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:5283	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:54872	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:54965	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:55650	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:80055	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:80235	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:84720	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:84992	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:8733	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:8818	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:9091	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:93183	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:94005	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:9487	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:9488	path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
hsa:100137049	path:hsa00564	Glycerophospholipid metabolism
hsa:10162	path:hsa00564	Glycerophospholipid metabolism
hsa:10390	path:hsa00564	Glycerophospholipid metabolism
hsa:1040	path:hsa00564	Glycerophospholipid metabolism
hsa:10400	path:hsa00564	Glycerophospholipid metabolism
hsa:10423	path:hsa00564	Glycerophospholipid metabolism
hsa:10434	path:hsa00564	Glycerophospholipid metabolism
hsa:10554	path:hsa00564	Glycerophospholipid metabolism
hsa:10555	path:hsa00564	Glycerophospholipid metabolism
hsa:10908	path:hsa00564	Glycerophospholipid metabolism
hsa:1103	path:hsa00564	Glycerophospholipid metabolism
hsa:1119	path:hsa00564	Glycerophospholipid metabolism
hsa:1120	path:hsa00564	Glycerophospholipid metabolism
hsa:11313	path:hsa00564	Glycerophospholipid metabolism
hsa:123745	path:hsa00564	Glycerophospholipid metabolism
hsa:129642	path:hsa00564	Glycerophospholipid metabolism
hsa:137964	path:hsa00564	Glycerophospholipid metabolism
hsa:150763	path:hsa00564	Glycerophospholipid metabolism
hsa:151056	path:hsa00564	Glycerophospholipid metabolism
hsa:154141	path:hsa00564	Glycerophospholipid metabolism
hsa:1606	path:hsa00564	Glycerophospholipid metabolism
hsa:1607	path:hsa00564	Glycerophospholipid metabolism
hsa:1608	path:hsa00564	Glycerophospholipid metabolism
hsa:160851	path:hsa00564	Glycerophospholipid metabolism
hsa:1609	path:hsa00564	Glycerophospholipid metabolism
hsa:162466	path:hsa00564	Glycerophospholipid metabolism
hsa:23171	path:hsa00564	Glycerophospholipid metabolism
hsa:23659	path:hsa00564	Glycerophospholipid metabolism
hsa:23761	path:hsa00564	Glycerophospholipid metabolism
hsa:253558	path:hsa00564	Glycerophospholipid metabolism
hsa:254531	path:hsa00564	Glycerophospholipid metabolism
hsa:26279	path:hsa00564	Glycerophospholipid metabolism
hsa:2819	path:hsa00564	Glycerophospholipid metabolism
hsa:2820	path:hsa00564	Glycerophospholipid metabolism
hsa:30814	path:hsa00564	Glycerophospholipid metabolism
hsa:375775	path:hsa00564	Glycerophospholipid metabolism
hsa:391013	path:hsa00564	Glycerophospholipid metabolism
hsa:3931	path:hsa00564	Glycerophospholipid metabolism
hsa:43	path:hsa00564	Glycerophospholipid metabolism
hsa:50487	path:hsa00564	Glycerophospholipid metabolism
hsa:5130	path:hsa00564	Glycerophospholipid metabolism
hsa:5319	path:hsa00564	Glycerophospholipid metabolism
hsa:5320	path:hsa00564	Glycerophospholipid metabolism
hsa:5321	path:hsa00564	Glycerophospholipid metabolism
hsa:5322	path:hsa00564	Glycerophospholipid metabolism
hsa:5337	path:hsa00564	Glycerophospholipid metabolism
hsa:5338	path:hsa00564	Glycerophospholipid metabolism
hsa:54675	path:hsa00564	Glycerophospholipid metabolism
hsa:54947	path:hsa00564	Glycerophospholipid metabolism
hsa:55224	path:hsa00564	Glycerophospholipid metabolism
hsa:55500	path:hsa00564	Glycerophospholipid metabolism
hsa:56894	path:hsa00564	Glycerophospholipid metabolism
hsa:56895	path:hsa00564	Glycerophospholipid metabolism
hsa:56985	path:hsa00564	Glycerophospholipid metabolism
hsa:56994	path:hsa00564	Glycerophospholipid metabolism
hsa:57678	path:hsa00564	Glycerophospholipid metabolism
hsa:5833	path:hsa00564	Glycerophospholipid metabolism
hsa:64600	path:hsa00564	Glycerophospholipid metabolism
hsa:6901	path:hsa00564	Glycerophospholipid metabolism
hsa:79143	path:hsa00564	Glycerophospholipid metabolism
hsa:79888	path:hsa00564	Glycerophospholipid metabolism
hsa:81490	path:hsa00564	Glycerophospholipid metabolism
hsa:81579	path:hsa00564	Glycerophospholipid metabolism
hsa:8398	path:hsa00564	Glycerophospholipid metabolism
hsa:8399	path:hsa00564	Glycerophospholipid metabolism
hsa:8443	path:hsa00564	Glycerophospholipid metabolism
hsa:84647	path:hsa00564	Glycerophospholipid metabolism
hsa:84803	path:hsa00564	Glycerophospholipid metabolism
hsa:8525	path:hsa00564	Glycerophospholipid metabolism
hsa:8526	path:hsa00564	Glycerophospholipid metabolism
hsa:8527	path:hsa00564	Glycerophospholipid metabolism
hsa:85465	path:hsa00564	Glycerophospholipid metabolism
hsa:8611	path:hsa00564	Glycerophospholipid metabolism
hsa:8612	path:hsa00564	Glycerophospholipid metabolism
hsa:8613	path:hsa00564	Glycerophospholipid metabolism
hsa:8681	path:hsa00564	Glycerophospholipid metabolism
hsa:8760	path:hsa00564	Glycerophospholipid metabolism
hsa:9162	path:hsa00564	Glycerophospholipid metabolism
hsa:9468	path:hsa00564	Glycerophospholipid metabolism
hsa:9489	path:hsa00564	Glycerophospholipid metabolism
hsa:9791	path:hsa00564	Glycerophospholipid metabolism
hsa:9926	path:hsa00564	Glycerophospholipid metabolism
hsa:100137049	path:hsa00565	Ether lipid metabolism
hsa:10390	path:hsa00565	Ether lipid metabolism
hsa:123745	path:hsa00565	Ether lipid metabolism
hsa:133121	path:hsa00565	Ether lipid metabolism
hsa:151056	path:hsa00565	Ether lipid metabolism
hsa:254531	path:hsa00565	Ether lipid metabolism
hsa:26279	path:hsa00565	Ether lipid metabolism
hsa:30814	path:hsa00565	Ether lipid metabolism
hsa:391013	path:hsa00565	Ether lipid metabolism
hsa:5048	path:hsa00565	Ether lipid metabolism
hsa:50487	path:hsa00565	Ether lipid metabolism
hsa:5049	path:hsa00565	Ether lipid metabolism
hsa:5050	path:hsa00565	Ether lipid metabolism
hsa:5051	path:hsa00565	Ether lipid metabolism
hsa:5168	path:hsa00565	Ether lipid metabolism
hsa:5319	path:hsa00565	Ether lipid metabolism
hsa:5320	path:hsa00565	Ether lipid metabolism
hsa:5321	path:hsa00565	Ether lipid metabolism
hsa:5322	path:hsa00565	Ether lipid metabolism
hsa:5337	path:hsa00565	Ether lipid metabolism
hsa:5338	path:hsa00565	Ether lipid metabolism
hsa:54947	path:hsa00565	Ether lipid metabolism
hsa:56994	path:hsa00565	Ether lipid metabolism
hsa:64600	path:hsa00565	Ether lipid metabolism
hsa:7941	path:hsa00565	Ether lipid metabolism
hsa:79888	path:hsa00565	Ether lipid metabolism
hsa:81579	path:hsa00565	Ether lipid metabolism
hsa:8398	path:hsa00565	Ether lipid metabolism
hsa:8399	path:hsa00565	Ether lipid metabolism
hsa:84647	path:hsa00565	Ether lipid metabolism
hsa:8540	path:hsa00565	Ether lipid metabolism
hsa:85465	path:hsa00565	Ether lipid metabolism
hsa:8611	path:hsa00565	Ether lipid metabolism
hsa:8612	path:hsa00565	Ether lipid metabolism
hsa:8613	path:hsa00565	Ether lipid metabolism
hsa:8681	path:hsa00565	Ether lipid metabolism
hsa:100137049	path:hsa00590	Arachidonic acid metabolism
hsa:113612	path:hsa00590	Arachidonic acid metabolism
hsa:123745	path:hsa00590	Arachidonic acid metabolism
hsa:124975	path:hsa00590	Arachidonic acid metabolism
hsa:151056	path:hsa00590	Arachidonic acid metabolism
hsa:1555	path:hsa00590	Arachidonic acid metabolism
hsa:1557	path:hsa00590	Arachidonic acid metabolism
hsa:1558	path:hsa00590	Arachidonic acid metabolism
hsa:1559	path:hsa00590	Arachidonic acid metabolism
hsa:1562	path:hsa00590	Arachidonic acid metabolism
hsa:1571	path:hsa00590	Arachidonic acid metabolism
hsa:1573	path:hsa00590	Arachidonic acid metabolism
hsa:1579	path:hsa00590	Arachidonic acid metabolism
hsa:2053	path:hsa00590	Arachidonic acid metabolism
hsa:239	path:hsa00590	Arachidonic acid metabolism
hsa:240	path:hsa00590	Arachidonic acid metabolism
hsa:242	path:hsa00590	Arachidonic acid metabolism
hsa:246	path:hsa00590	Arachidonic acid metabolism
hsa:247	path:hsa00590	Arachidonic acid metabolism
hsa:257202	path:hsa00590	Arachidonic acid metabolism
hsa:26279	path:hsa00590	Arachidonic acid metabolism
hsa:2678	path:hsa00590	Arachidonic acid metabolism
hsa:2686	path:hsa00590	Arachidonic acid metabolism
hsa:2687	path:hsa00590	Arachidonic acid metabolism
hsa:27306	path:hsa00590	Arachidonic acid metabolism
hsa:284541	path:hsa00590	Arachidonic acid metabolism
hsa:2876	path:hsa00590	Arachidonic acid metabolism
hsa:2877	path:hsa00590	Arachidonic acid metabolism
hsa:2878	path:hsa00590	Arachidonic acid metabolism
hsa:2880	path:hsa00590	Arachidonic acid metabolism
hsa:2882	path:hsa00590	Arachidonic acid metabolism
hsa:30814	path:hsa00590	Arachidonic acid metabolism
hsa:391013	path:hsa00590	Arachidonic acid metabolism
hsa:4048	path:hsa00590	Arachidonic acid metabolism
hsa:4051	path:hsa00590	Arachidonic acid metabolism
hsa:4056	path:hsa00590	Arachidonic acid metabolism
hsa:50487	path:hsa00590	Arachidonic acid metabolism
hsa:5319	path:hsa00590	Arachidonic acid metabolism
